"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B09SZ9VS93","X003YG5X19","VIVOSUN 10""x20.75"" Seedling Heat Mat with Built-in Temperature Controller, UL & MET-Certified Waterproof Plant Heating Pad for Germination, Hydroponics, Brewing, Breeding, and Greenhouses","'YVR2'","CA","26.7","7.2","6.9","centimeters","0.43","kilograms","0.0013","cubic meters","Standard-Size","21.2","0.0","0.0278","2026-04","7.5","weeks","40.0","0.0","3.33","0.0044","1.1107","0.0","CAD","1.1107","--","N","N","0.0","--","0.27"
"B0BZY3BT6R","X0040NVN37","VIVOSUN 2600 GPH Submersible Water Pump with Barrier Bag, Ultra Quiet 200W Pond Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic, 20Ft. Lift Height","'YVR2'","CA","35.29","25.4","18.4","centimeters","4.04","kilograms","0.0165","cubic meters","Standard-Size","0.07","0.0","0.0011","2026-04","7.5","weeks","40.0","0.0","0.07","0.0011","0.044","0.0","CAD","0.044","--","N","N","0.0","--","0.0"
"B0BLBQJ5J7","X0041EANFT","VIVOSUN 5-Pack 7 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YVR2'","CA","28.2","20.8","11.7","centimeters","1.0","kilograms","0.0069","cubic meters","Standard-Size","0.03","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.03","2.0E-4","0.0092","0.0","CAD","0.0092","--","N","N","0.0","--","0.0"
"B08S6V7D1V","X0043SHGP3","VIVOSUN 30X Rechargeable Loupe Magnifier with White LED Light and UV Light, Portable Magnifying Glass with Optical Glass Lens & Scale for Jewelry, Textile, Gems, Stamps, Coins and Plants","'YVR2'","CA","7.3","6.3","6.2","centimeters","0.2","kilograms","3.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","4.0E-4","0.0","CAD","4.0E-4","--","N","N","0.0","--","0.0"
"B0CQJDT91K","X0043U4OJR","VIVOSUN 1800 GPH Submersible Water Pump with Barrier Bag, 100W Pond Pump with 14FT. Lift Height, Ultra Quiet Aquarium Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YVR2'","CA","32.5","18.5","16.6","centimeters","3.33","kilograms","0.01","cubic meters","Standard-Size","2.9","0.0","0.0286","2026-04","7.5","weeks","40.0","0.0","2.87","0.0286","1.1445","0.0","CAD","1.1445","--","N","N","0.0","--","0.03"
"B0CQJCG61Q","X0043U75K7","VIVOSUN 3000 GPH Submersible Water Pump with Barrier Bag, 150W Pond Pump with 18FT. Lift Height, Ultra Quiet Aquarium Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YVR2'","CA","32.5","18.5","16.9","centimeters","3.43","kilograms","0.0102","cubic meters","Standard-Size","3.3","0.0","0.0332","2026-04","7.5","weeks","40.0","0.0","3.27","0.0332","1.3278","0.0","CAD","1.3278","--","N","N","0.0","--","0.03"
"B0CRDP18Q6","X00440KG3T","VIVOSUN Window Duct Kit, Portable AC Window Seal Kit with 5.9"" Diameter 59"" Length Hose, Fit with 4""/6"" Ducting for Sliding Window, Adjustable AC Vent Kit for Duct Fans, Air Conditioner, Dryer","'YVR2'","CA","45.2","19.9","19.7","centimeters","2.48","kilograms","0.0177","cubic meters","Oversize","2.63","0.0","0.0467","2026-04","9.6","weeks","28.0","0.0","2.63","0.0467","1.3055","0.0","CAD","1.3055","--","N","N","0.0","--","0.0"
"B0DCG2W5TX","X004CJYH4B","VIVOSUN GrowHub Outlet Controller A10, Smart WiFi Outlet, Smart Plug, 15A 1800W, Remote Control, Compatible with Vivosun App for Grow Tent","'YVR2'","CA","6.8","6.0","4.2","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.4","0.0","1.0E-4","2026-04","7.5","weeks","40.0","0.0","0.3","1.0E-4","0.0027","0.0","CAD","0.0027","--","N","N","0.0","--","0.0"
"B088NSTT2R","X004CZVBKN","VIVOSUN 5 x 15 ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 2-Pack","'YVR2'","CA","18.8","16.0","1.7","centimeters","0.14","kilograms","5.0E-4","cubic meters","Standard-Size","0.1","0.0","1.0E-4","2026-04","7.5","weeks","40.0","0.0","0.1","1.0E-4","0.002","0.0","CAD","0.002","--","N","N","0.0","--","0.0"
"B0FHQ7WGSX","X004RIQXCV","VIVOSUN 4 Inch Flexible Aluminum Ducting, 25 Feet Long Flex Air Duct with 2 Clamps, Heavy-Duty Multi-Layer Dryer Hose Vent Kit for Heating Cooling Ventilation and Exhaust","'YVR2'","CA","39.29","12.6","12.2","centimeters","1.08","kilograms","0.006","cubic meters","Standard-Size","0.53","0.0","0.0032","2026-04","7.5","weeks","40.0","0.0","0.07","4.0E-4","0.1289","0.0","CAD","0.1289","--","N","N","0.0","--","0.0"
"B0FHQ5RMQ2","X004RISGFD","VIVOSUN 8'' Flexible Aluminum Duct, 8 FT Long Heavy-Duty Multi-Layer Air Hose for HVAC Ventilation, Dryer Vent Hose for Grow Tents and Duct Fan Systems, 2 Clamps Included","'YVR2'","CA","24.7","22.2","11.9","centimeters","0.65","kilograms","0.0065","cubic meters","Standard-Size","0.27","0.0","0.0017","2026-04","7.5","weeks","40.0","0.0","0.07","4.0E-4","0.0696","0.0","CAD","0.0696","--","N","N","0.0","--","0.0"
"B0FLX5613D","X004SO59HJ","VIVOSUN Battery Powered Sprayer 0.5Gallon, Electric Spray Bottle USB Rechargeable, Automatic Water Pump Plant Mister with Adjustable Pressure, Easy to Refill, 2.2 Ah Battery","'YVR2'","CA","21.2","19.4","17.2","centimeters","0.62","kilograms","0.0071","cubic meters","Standard-Size","15.17","0.0","0.0285","2026-04","7.5","weeks","40.0","0.0","4.03","0.0285","1.1413","0.0","CAD","1.1413","--","N","N","3.1503","FBA_NEW_SELECTION:3.1503","0.0"
"B00P7U259C","X000U6HQI9","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","26.4","5.9","5.8","centimeters","0.36","kilograms","9.0E-4","cubic meters","Standard-Size","1.53","0.0","0.0014","2026-04","7.5","weeks","40.0","0.0","1.53","0.0014","0.0554","0.0","CAD","0.0554","--","N","N","0.0","--","0.0"
"B00P7U259C","X000U6HQI9","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","26.4","5.9","5.8","centimeters","0.36","kilograms","9.0E-4","cubic meters","Standard-Size","0.27","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.27","2.0E-4","0.0096","0.0","CAD","0.0096","--","N","N","0.0","--","0.0"
"B00P7U259C","X000U6HQI9","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","26.4","5.9","5.8","centimeters","0.36","kilograms","9.0E-4","cubic meters","Standard-Size","0.8","0.0","7.0E-4","2026-04","7.5","weeks","40.0","0.0","0.8","7.0E-4","0.0289","0.0","CAD","0.0289","--","N","N","0.0","--","0.0"
"B00TF9E6XE","X000WAEDQV","VIVOSUN 5-Pack 5 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","25.4","19.3","7.0","centimeters","0.56","kilograms","0.0034","cubic meters","Standard-Size","0.27","0.0","9.0E-4","2026-04","7.5","weeks","40.0","0.0","0.27","9.0E-4","0.0366","0.0","CAD","0.0366","--","N","N","0.0","--","0.0"
"B00TF9E4UO","X000WAEDTD","VIVOSUN 5-Pack 3 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","31.4","26.3","5.4","centimeters","0.45","kilograms","0.0045","cubic meters","Standard-Size","0.4","0.0","0.0018","2026-04","7.5","weeks","40.0","0.0","0.4","0.0018","0.0713","0.0","CAD","0.0713","--","N","N","0.0","--","0.0"
"B00VWU37QG","X000WAEDU7","VIVOSUN 5-Pack 15 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","'YVR3'","CA","33.0","28.6","9.4","centimeters","1.25","kilograms","0.0089","cubic meters","Standard-Size","1.9","0.0","0.0169","2026-04","7.5","weeks","40.0","0.0","1.9","0.0169","0.6742","0.0","CAD","0.6742","--","N","N","0.0","--","0.0"
"B00VWU37QG","X000WAEDU7","VIVOSUN 5-Pack 15 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","'YVR3'","CA","33.0","28.6","9.4","centimeters","1.25","kilograms","0.0089","cubic meters","Standard-Size","0.37","0.0","0.0033","2026-04","7.5","weeks","40.0","0.0","0.37","0.0033","0.1301","0.0","CAD","0.1301","--","N","N","0.0","--","0.0"
"B00VWU37QG","X000WAEDU7","VIVOSUN 5-Pack 15 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","'YVR3'","CA","33.0","28.6","9.4","centimeters","1.25","kilograms","0.0089","cubic meters","Standard-Size","0.03","0.0","3.0E-4","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.0118","0.0","CAD","0.0118","--","N","N","0.0","--","0.0"
"B015F4VFGI","X000WH4G61","VIVOSUN Digital Seedling Heat Mat Thermostat Controller 40-108℉","'YVR3'","CA","20.2","10.2","10.0","centimeters","0.34","kilograms","0.0021","cubic meters","Standard-Size","1.43","0.0","0.003","2026-04","7.5","weeks","40.0","0.0","1.43","0.003","0.1181","0.0","CAD","0.1181","--","N","N","0.0","--","0.0"
"B016MKY7C8","X000Y40U1R","VIVOSUN 10""x 20.75"" Seedling Heat Mat and Digital Thermostat Combo Set, UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","26.8","11.4","11.1","centimeters","0.74","kilograms","0.0034","cubic meters","Standard-Size","3.57","0.0","0.0121","2026-04","7.5","weeks","40.0","0.0","3.57","0.0121","0.4838","0.0","CAD","0.4838","--","N","N","0.0","--","0.0"
"B00VWU30EK","X000YNXR27","VIVOSUN 5-Pack 25 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","43.2","32.7","13.3","centimeters","1.7","kilograms","0.0188","cubic meters","Standard-Size","0.8","0.0","0.015","2026-04","7.5","weeks","40.0","0.0","0.8","0.015","0.6012","0.0","CAD","0.6012","--","N","N","0.0","--","0.0"
"B00VWU30EK","X000YNXR27","VIVOSUN 5-Pack 25 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","43.2","32.7","13.3","centimeters","1.7","kilograms","0.0188","cubic meters","Standard-Size","0.43","0.0","0.0081","2026-04","7.5","weeks","40.0","0.0","0.43","0.0081","0.3256","0.0","CAD","0.3256","--","N","N","0.0","--","0.0"
"B00VWU30EK","X000YNXR27","VIVOSUN 5-Pack 25 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","43.2","32.7","13.3","centimeters","1.7","kilograms","0.0188","cubic meters","Standard-Size","0.13","0.0","0.0025","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.1002","0.0","CAD","0.1002","--","N","N","0.0","--","0.0"
"B01DXYMGOM","X000ZYIJ7N","VIVOSUN T4 4 Inch 190 CFM Inline Duct Ventilation Fan with Variable Speed Controller for Grow Tent","'YVR3'","CA","32.0","22.86","22.86","centimeters","2.29","kilograms","0.0167","cubic meters","Oversize","0.43","0.0","0.0072","2026-04","9.6","weeks","28.0","0.0","0.03","6.0E-4","0.2029","0.0","CAD","0.2029","--","N","N","0.0","--","0.0"
"B01731MNJE","X00167E9EP","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","'YVR3'","CA","124.0","25.5","15.5","centimeters","14.58","kilograms","0.049","cubic meters","Oversize","0.4","0.03","0.018","2026-04","9.6","weeks","28.0","0.0","0.37","0.018","0.5031","0.0","CAD","0.5031","--","N","N","0.0","--","0.0"
"B01731MNJE","X00167E9EP","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","'YVR3'","CA","124.0","25.5","15.5","centimeters","14.58","kilograms","0.049","cubic meters","Oversize","0.6","0.0","0.0294","2026-04","9.6","weeks","28.0","0.0","0.03","0.0016","0.8233","0.0","CAD","0.8233","--","N","N","0.0","--","0.0"
"B01C82SYZ0","X0016A2N7H","VIVOSUN 4 Inch Inline Duct Fan 100 CFM, HVAC Exhaust Ventilation Fan with Low Noise for Basements, Bathrooms, Kitchens and Attics, Silver","'YVR3'","CA","16.6","15.2","12.0","centimeters","0.77","kilograms","0.003","cubic meters","Standard-Size","0.07","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.0081","0.0","CAD","0.0081","--","N","N","0.0","--","0.0"
"B00VWU35F4","X0016G57GP","VIVOSUN 5-Pack 30 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","43.5","29.0","14.5","centimeters","1.72","kilograms","0.0183","cubic meters","Standard-Size","1.23","0.0","0.0226","2026-04","7.5","weeks","40.0","0.0","1.23","0.0226","0.9023","0.0","CAD","0.9023","--","N","N","0.0","--","0.0"
"B00VWU2UDC","X0016HFB8N","VIVOSUN 5-Pack 20 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","40.4","28.2","6.5","centimeters","1.52","kilograms","0.0074","cubic meters","Standard-Size","1.33","0.0","0.0099","2026-04","7.5","weeks","40.0","0.0","1.33","0.0099","0.3949","0.0","CAD","0.3949","--","N","N","0.0","--","0.0"
"B00VWU2UDC","X0016HFB8N","VIVOSUN 5-Pack 20 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR3'","CA","40.4","28.2","6.5","centimeters","1.52","kilograms","0.0074","cubic meters","Standard-Size","0.1","0.0","7.0E-4","2026-04","7.5","weeks","40.0","0.0","0.1","7.0E-4","0.0296","0.0","CAD","0.0296","--","N","N","0.0","--","0.0"
"B015PD8I7I","X0016VM6S7","VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","26.6","8.2","7.8","centimeters","0.72","kilograms","0.0017","cubic meters","Standard-Size","0.4","0.0","7.0E-4","2026-04","7.5","weeks","40.0","0.0","0.4","7.0E-4","0.0272","0.0","CAD","0.0272","--","N","N","0.0","--","0.0"
"B015PD8I7I","X0016VM6S7","VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","26.6","8.2","7.8","centimeters","0.72","kilograms","0.0017","cubic meters","Standard-Size","0.23","0.0","4.0E-4","2026-04","7.5","weeks","40.0","0.0","0.23","4.0E-4","0.0159","0.0","CAD","0.0159","--","N","N","0.0","--","0.0"
"B01EMXI6VA","X0016X79E1","VIVOSUN Durable Waterproof Seedling Heat Mat 48"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","56.0","11.4","11.0","centimeters","1.3","kilograms","0.007","cubic meters","Oversize","2.03","0.73","0.0091","2026-04","9.6","weeks","28.0","0.0","1.3","0.0091","0.2556","0.0","CAD","0.2556","--","N","N","0.0","--","0.0"
"B01EMXI6VA","X0016X79E1","VIVOSUN Durable Waterproof Seedling Heat Mat 48"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR3'","CA","56.0","11.4","11.0","centimeters","1.3","kilograms","0.007","cubic meters","Oversize","0.03","0.0","2.0E-4","2026-04","9.6","weeks","28.0","0.0","0.03","2.0E-4","0.0066","0.0","CAD","0.0066","--","N","N","0.0","--","0.0"
"B010UCCMW6","X0018L0WB3","VIVOSUN 6 Inch 25 Feet Non-Insulated Flex Air Aluminum Duct for Ventilation, 2 Clamps Included","'YVR3'","CA","33.02","17.02","16.51","centimeters","1.24","kilograms","0.0093","cubic meters","Standard-Size","0.2","0.0","0.0019","2026-04","7.5","weeks","40.0","0.0","0.2","0.0019","0.0742","0.0","CAD","0.0742","--","N","N","0.0","--","0.0"
"B00P7RUI3U","X001BA006X","VIVOSUN Heavy-Duty Polyester Plant Trellis Netting 5 x 15ft, 1 Pack","'YVR3'","CA","14.2","13.3","1.6","centimeters","0.07","kilograms","3.0E-4","cubic meters","Standard-Size","0.17","0.0","1.0E-4","2026-04","7.5","weeks","40.0","0.0","0.17","1.0E-4","0.002","0.0","CAD","0.002","--","N","N","0.0","--","0.0"
"B00UBLDUBO","X001BA59YB","VIVOSUN 5-Pack 2 Gallons Heavy Duty Thickened Nonwoven Fabric Pots Grow Bags with Handles","'YVR3'","CA","35.29","23.2","3.4","centimeters","0.32","kilograms","0.0028","cubic meters","Standard-Size","0.1","0.0","3.0E-4","2026-04","7.5","weeks","40.0","0.0","0.1","3.0E-4","0.0111","0.0","CAD","0.0111","--","N","N","0.0","--","0.0"
"B01DXYMSMM","X001JE5Y9J","VIVOSUN S848 4x8 Grow Tent 96""x48""x80"" High Reflective Mylar Tents with Observation Window and Floor Tray for Hydroponics Indoor Plant for VS4000/VSF4300","'YVR3'","CA","125.0","34.0","18.5","centimeters","19.85","kilograms","0.0786","cubic meters","Oversize","10.37","0.0","0.8151","2026-04","9.6","weeks","28.0","0.0","0.77","0.0603","22.8202","0.0","CAD","22.8202","--","N","N","0.0","--","0.0"
"B01DXYMM2I","X001JINFFZ","VIVOSUN T8 8 Inch 720 CFM Inline Duct Ventilation Fan with Variable Speed Controller for Grow Tent","'YVR3'","CA","33.4","28.0","27.8","centimeters","4.34","kilograms","0.026","cubic meters","Oversize","0.6","0.33","0.0069","2026-04","9.6","weeks","28.0","0.0","0.27","0.0069","0.1941","0.0","CAD","0.1941","--","N","N","0.0","--","0.0"
"B01DXYMJ94","X001JINFG9","VIVOSUN T6 6 Inch 390 CFM Inline Duct Fan with Variable Speed Controller HVAC Blower for Ventilation","'YVR3'","CA","31.2","26.2","25.8","centimeters","3.02","kilograms","0.0211","cubic meters","Oversize","1.23","0.1","0.0239","2026-04","9.6","weeks","28.0","0.0","1.13","0.0239","0.6692","0.0","CAD","0.6692","--","N","N","0.0","--","0.0"
"B01DXYMJ94","X001JINFG9","VIVOSUN T6 6 Inch 390 CFM Inline Duct Fan with Variable Speed Controller HVAC Blower for Ventilation","'YVR3'","CA","31.2","26.2","25.8","centimeters","3.02","kilograms","0.0211","cubic meters","Oversize","0.83","0.0","0.0176","2026-04","9.6","weeks","28.0","0.0","0.83","0.0176","0.4921","0.0","CAD","0.4921","--","N","N","0.0","--","0.0"
"B01M7S46YZ","X001KCU7VP","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan HVAC Vent Blower for Hydroponics Grow Tent","'YVR3'","CA","20.6","19.4","17.6","centimeters","1.16","kilograms","0.007","cubic meters","Standard-Size","0.47","0.0","0.0033","2026-04","7.5","weeks","40.0","0.0","0.47","0.0033","0.1313","0.0","CAD","0.1313","--","N","N","0.0","--","0.0"
"B01M7S46YZ","X001KCU7VP","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan HVAC Vent Blower for Hydroponics Grow Tent","'YVR3'","CA","20.6","19.4","17.6","centimeters","1.16","kilograms","0.007","cubic meters","Standard-Size","0.47","0.0","0.0033","2026-04","7.5","weeks","40.0","0.0","0.47","0.0033","0.1313","0.0","CAD","0.1313","--","N","N","0.0","--","0.0"
"B01I1D9N9Q","X001LWDR2F","VIVOSUN 5-Pack 3 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR3'","CA","27.2","15.7","6.2","centimeters","0.43","kilograms","0.0026","cubic meters","Standard-Size","0.57","0.0","0.0015","2026-04","7.5","weeks","40.0","0.0","0.57","0.0015","0.06","0.0","CAD","0.06","--","N","N","0.0","--","0.0"
"B01I1D9OOU","X001LWFZ9D","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR3'","CA","31.0","18.8","6.0","centimeters","0.56","kilograms","0.0035","cubic meters","Standard-Size","0.13","0.0","5.0E-4","2026-04","7.5","weeks","40.0","0.0","0.13","5.0E-4","0.0186","0.0","CAD","0.0186","--","N","N","0.0","--","0.0"
"B01I1D9OOU","X001LWFZ9D","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR3'","CA","31.0","18.8","6.0","centimeters","0.56","kilograms","0.0035","cubic meters","Standard-Size","0.27","0.0","9.0E-4","2026-04","7.5","weeks","40.0","0.0","0.27","9.0E-4","0.0373","0.0","CAD","0.0373","--","N","N","0.0","--","0.0"
"B01I1D9IF0","X001LWGBN7","VIVOSUN 5-Pack 10 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR3'","CA","28.0","23.0","13.1","centimeters","0.89","kilograms","0.0084","cubic meters","Standard-Size","0.53","0.0","0.0045","2026-04","7.5","weeks","40.0","0.0","0.53","0.0045","0.18","0.0","CAD","0.18","--","N","N","0.0","--","0.0"
"B06Y1XVD1P","X001M23OUT","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Titanium Coated Curved Precision Blades 1-Pack","'YVR3'","CA","21.7","7.1","1.4","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.53","0.0","1.0E-4","2026-04","7.5","weeks","40.0","0.0","0.53","1.0E-4","0.0046","0.0","CAD","0.0046","--","N","N","0.0","--","0.0"
"B074FV367K","X001QWLSR1","VIVOSUN 4 Inch 8 Feet Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 4 Inch Stainless Steel Clamps","'YVR3'","CA","17.7","11.7","11.6","centimeters","0.34","kilograms","0.0024","cubic meters","Standard-Size","0.47","0.0","0.0011","2026-04","7.5","weeks","40.0","0.0","0.47","0.0011","0.0448","0.0","CAD","0.0448","--","N","N","0.0","--","0.0"
"B01DNUIHWG","X001S0NH93","VIVOSUN 164 Feet (50m) PE-Coated Twist Ties, Garden Plant Ties with Cutter for Gardening, Outdoor Garden Twine Reuseable for Climbing Supporting Plants Tomatoes, Office Home Organization (Green)","'YVR3'","CA","17.4","11.0","2.4","centimeters","0.1","kilograms","5.0E-4","cubic meters","Standard-Size","0.13","0.0","1.0E-4","2026-04","7.5","weeks","40.0","0.0","0.13","1.0E-4","0.0024","0.0","CAD","0.0024","--","N","N","0.0","--","0.0"
"B07HQRGL6P","X0024W23M1","VIVOSUN D548 2-in-1 5x4 Grow Tent, 60""x48""x80"" High Reflective Mylar with Multi-Chamber and Floor Tray for Hydroponic Indoor Plant","'YVR3'","CA","126.0","35.0","19.0","centimeters","19.0","kilograms","0.0838","cubic meters","Oversize","2.0","0.0","0.1676","2026-04","9.6","weeks","28.0","0.0","0.73","0.0614","4.6918","0.0","CAD","4.6918","--","N","N","0.0","--","0.0"
"B07HQMX3S1","X0024YWNPL","VIVOSUN D436 2-in-1 4x3 Grow Tent, 48""x36""x72"" High Reflective Mylar with Multi-Chamber and Floor Tray for Hydroponic Indoor Plant","'YVR3'","CA","124.59","34.29","16.26","centimeters","14.86","kilograms","0.0695","cubic meters","Oversize","0.3","0.13","0.0116","2026-04","9.6","weeks","28.0","0.0","0.17","0.0116","0.3241","0.0","CAD","0.3241","--","N","N","0.0","--","0.0"
"B07HQMX3S1","X0024YWNPL","VIVOSUN D436 2-in-1 4x3 Grow Tent, 48""x36""x72"" High Reflective Mylar with Multi-Chamber and Floor Tray for Hydroponic Indoor Plant","'YVR3'","CA","124.59","34.29","16.26","centimeters","14.86","kilograms","0.0695","cubic meters","Oversize","1.0","0.0","0.0695","2026-04","9.6","weeks","28.0","0.0","0.03","0.0023","1.9449","0.0","CAD","1.9449","--","N","N","0.0","--","0.0"
"B07L54HB83","X0026O3WMR","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","'YVR3'","CA","15.0","12.5","8.5","centimeters","0.88","kilograms","0.0016","cubic meters","Standard-Size","2.2","0.0","0.0035","2026-04","7.5","weeks","40.0","0.0","2.2","0.0035","0.1402","0.0","CAD","0.1402","--","N","N","0.0","--","0.0"
"B07L54HB83","X0026O3WMR","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","'YVR3'","CA","15.0","12.5","8.5","centimeters","0.88","kilograms","0.0016","cubic meters","Standard-Size","0.3","0.0","5.0E-4","2026-04","7.5","weeks","40.0","0.0","0.3","5.0E-4","0.0191","0.0","CAD","0.0191","--","N","N","0.0","--","0.0"
"B07L4Q3MVY","X0026OYY4R","VIVOSUN 1.35-Gallon Pump Sprayer, Pressurized Lawn & Garden Sprayer with Adjustable Shoulder Strap for Plants, Garden Watering and Household Cleaning","'YVR3'","CA","43.0","18.6","18.4","centimeters","1.38","kilograms","0.0147","cubic meters","Standard-Size","0.03","0.0","5.0E-4","2026-04","7.5","weeks","40.0","0.0","0.03","5.0E-4","0.0196","0.0","CAD","0.0196","--","N","N","0.0","--","0.0"
"B01I1D9OT0","X0027LF9U7","VIVOSUN 5-Pack 30 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR3'","CA","40.0","31.0","8.5","centimeters","1.68","kilograms","0.0105","cubic meters","Standard-Size","0.2","0.0","0.0021","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.0843","0.0","CAD","0.0843","--","N","N","0.0","--","0.0"
"B07QVWQ1HC","X00289XUJZ","VIVOSUN 2-Gallon Pump Pressure Sprayer, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, Pressure Relief Valve, for Spraying Plants, Garden Watering and Household Cleaning","'YVR3'","CA","55.6","18.6","18.6","centimeters","1.72","kilograms","0.0192","cubic meters","Oversize","0.5","0.07","0.0083","2026-04","9.6","weeks","28.0","0.0","0.43","0.0083","0.2334","0.0","CAD","0.2334","--","N","N","0.0","--","0.0"
